9.83696, 0.217391, -8.61082
9.77041, 0.127551, -9.37066
8.77841, 0, -8.94886
8.77841, 0, -8.94886
8.0625, 0, -8.28125
8.86364, 0, -7.64205
7.875, 0, -7.1875
8.86364, 0, -7.64205
8.0625, 0, -8.28125
9.82143, 0.159439, -7.83259
9.83696, 0.217391, -8.61082
8.86364, 0, -7.64205
8.86364, 0, -7.64205
9.83696, 0.217391, -8.61082
8.77841, 0, -8.94886
9.79545, 0.147727, -6.88589
9.41406, 0, -5.89844
10, 0.388889, -5.91595
9.41406, 0, -5.89844
9.79545, 0.147727, -6.88589
8.67188, 0, -6.45833
10, 0.388889, -5.91595
9.41406, 0, -5.89844
9.54082, 0.0127551, -4.99701
9.54082, 0.0127551, -4.99701
9.41406, 0, -5.89844
8.4375, 0, -5.15625
8.4375, 0, -5.15625
9.41406, 0, -5.89844
8.67188, 0, -6.45833
6.04167, 0, -4.97396
7.36979, 0, -5.07812
6.39423, 0, -5.98558
6.39423, 0, -5.98558
7.36979, 0, -5.07812
7.62019, 0, -6.12981
5.07812, 0, -4.55729
6.04167, 0, -4.97396
5, 0, -5.66964
6.04167, 0, -4.97396
6.39423, 0, -5.98558
5, 0, -5.66964
6.75481, 0, -7.06731
7.62019, 0, -6.12981
7.875, 0, -7.1875
7.62019, 0, -6.12981
6.75481, 0, -7.06731
6.39423, 0, -5.98558
9.79545, 0.147727, -6.88589
9.82143, 0.159439, -7.83259
8.86364, 0, -7.64205
8.67188, 0, -6.45833
9.79545, 0.147727, -6.88589
8.86364, 0, -7.64205
8.67188, 0, -6.45833
7.62019, 0, -6.12981
8.4375, 0, -5.15625
8.4375, 0, -5.15625
7.62019, 0, -6.12981
7.36979, 0, -5.07812
7.62019, 0, -6.12981
8.67188, 0, -6.45833
7.875, 0, -7.1875
7.875, 0, -7.1875
8.67188, 0, -6.45833
8.86364, 0, -7.64205
9.92861, 0.279276, -2.18233
9.67105, 0.0986842, -3.07998
8.98438, 0, -2.08333
9.67105, 0.0986842, -3.07998
8.24519, 0, -2.93269
8.98438, 0, -2.08333
9.67105, 0.0986842, -3.07998
8.77841, 0, -3.94886
8.24519, 0, -2.93269
8.77841, 0, -3.94886
9.67105, 0.0986842, -3.07998
9.78774, 0.117924, -4.07028
9.0375, 0, -0.65
9.82604, 0.183152, -1.31862
8.98438, 0, -2.08333
9.82604, 0.183152, -1.31862
9.92861, 0.279276, -2.18233
8.98438, 0, -2.08333
9.93697, 0.303405, -0.453757
9.82604, 0.183152, -1.31862
9.0375, 0, -0.65
6.82692, 0, -1.73077
7.9375, 0, -1.6875
7.03125, 0, -2.96875
6.14583, 0, -0.46875
6.82692, 0, -1.73077
5.84375, 0, -1.34375
6.82692, 0, -1.73077
7.1875, 0, -0.535714
7.9375, 0, -1.6875
6.14583, 0, -0.46875
7.1875, 0, -0.535714
6.82692, 0, -1.73077
9.0375, 0, -0.65
7.9375, 0, -1.6875
8.125, 0, -0.535714
7.1875, 0, -0.535714
8.125, 0, -0.535714
7.9375, 0, -1.6875
7.9375, 0, -1.6875
8.24519, 0, -2.93269
7.03125, 0, -2.96875
8.24519, 0, -2.93269
7.9375, 0, -1.6875
8.98438, 0, -2.08333
9.0375, 0, -0.65
8.98438, 0, -2.08333
7.9375, 0, -1.6875
5.15625, 0, -2.03125
4.18269, 0, -1.63461
4.85417, 0, -0.583333
3.62981, 0, -0.504808
4.85417, 0, -0.583333
4.18269, 0, -1.63461
2.04167, 0, -2.64583
1.67411, 0, -1.65179
2.93269, 0, -1.44231
1.67411, 0, -1.65179
2.30769, 0, -0.504808
2.93269, 0, -1.44231
1.25, 0, -0.535714
2.30769, 0, -0.504808
1.67411, 0, -1.65179
3.33333, 0, -3.46354
4.53125, 0, -3.6875
3.88393, 0, -4.57589
3.88393, 0, -4.57589
4.53125, 0, -3.6875
5.07812, 0, -4.55729
3.29327, 0, -2.45192
4.48864, 0, -2.84091
3.33333, 0, -3.46354
4.48864, 0, -2.84091
4.53125, 0, -3.6875
3.33333, 0, -3.46354
2.93269, 0, -1.44231
3.62981, 0, -0.504808
4.18269, 0, -1.63461
2.93269, 0, -1.44231
2.30769, 0, -0.504808
3.62981, 0, -0.504808
2.93269, 0, -1.44231
3.29327, 0, -2.45192
2.04167, 0, -2.64583
4.48864, 0, -2.84091
3.29327, 0, -2.45192
4.18269, 0, -1.63461
4.48864, 0, -2.84091
4.18269, 0, -1.63461
5.15625, 0, -2.03125
3.29327, 0, -2.45192
2.93269, 0, -1.44231
4.18269, 0, -1.63461
8.77841, 0, -3.94886
9.54082, 0.0127551, -4.99701
8.4375, 0, -5.15625
9.78774, 0.117924, -4.07028
9.54082, 0.0127551, -4.99701
8.77841, 0, -3.94886
8.24519, 0, -2.93269
8.77841, 0, -3.94886
7.73438, 0, -3.93229
8.24519, 0, -2.93269
7.73438, 0, -3.93229
7.03125, 0, -2.96875
7.36979, 0, -5.07812
7.73438, 0, -3.93229
8.4375, 0, -5.15625
7.73438, 0, -3.93229
8.77841, 0, -3.94886
8.4375, 0, -5.15625
5.98958, 0, -2.65625
6.82692, 0, -1.73077
7.03125, 0, -2.96875
6.14583, 0, -0.46875
5.84375, 0, -1.34375
4.85417, 0, -0.583333
5.84375, 0, -1.34375
5.15625, 0, -2.03125
4.85417, 0, -0.583333
5.15625, 0, -2.03125
5.84375, 0, -1.34375
5.98958, 0, -2.65625
5.98958, 0, -2.65625
5.84375, 0, -1.34375
6.82692, 0, -1.73077
5.15625, 0, -2.03125
5.98958, 0, -2.65625
4.48864, 0, -2.84091
4.48864, 0, -2.84091
5.98958, 0, -2.65625
5.72917, 0, -3.59375
4.48864, 0, -2.84091
5.72917, 0, -3.59375
4.53125, 0, -3.6875
6.04167, 0, -4.97396
6.71875, 0, -4.21875
7.36979, 0, -5.07812
4.53125, 0, -3.6875
5.72917, 0, -3.59375
5.07812, 0, -4.55729
5.07812, 0, -4.55729
5.72917, 0, -3.59375
6.04167, 0, -4.97396
6.04167, 0, -4.97396
5.72917, 0, -3.59375
6.71875, 0, -4.21875
7.36979, 0, -5.07812
6.71875, 0, -4.21875
7.73438, 0, -3.93229
5.98958, 0, -2.65625
7.03125, 0, -2.96875
5.72917, 0, -3.59375
5.72917, 0, -3.59375
7.03125, 0, -2.96875
6.71875, 0, -4.21875
6.71875, 0, -4.21875
7.03125, 0, -2.96875
7.73438, 0, -3.93229
8.75, 0.159396, -10.0377
9.77041, 0.127551, -9.37066
9.7721, 0.308245, -10.0957
8.77841, 0, -8.94886
9.77041, 0.127551, -9.37066
8.75, 0.159396, -10.0377
8.0625, 0, -8.28125
7.21591, 0, -8.23864
7.875, 0, -7.1875
7.8125, 0.295153, -10.2261
7.69886, 0, -9.40341
8.75, 0.159396, -10.0377
8.0625, 0, -8.28125
7.69886, 0, -9.40341
7.21591, 0, -8.23864
7.69886, 0, -9.40341
8.77841, 0, -8.94886
8.75, 0.159396, -10.0377
8.0625, 0, -8.28125
8.77841, 0, -8.94886
7.69886, 0, -9.40341
5, 0, -5.66964
6.39423, 0, -5.98558
5.50481, 0, -6.75481
5.05682, 0, -7.64205
5.50481, 0, -6.75481
6.12981, 0, -8.00481
5.50481, 0, -6.75481
6.39423, 0, -5.98558
6.75481, 0, -7.06731
5.50481, 0, -6.75481
6.75481, 0, -7.06731
6.12981, 0, -8.00481
5.05682, 0, -7.64205
5.46875, 0, -8.90625
4.45312, 0, -8.61979
5.46875, 0, -8.90625
6.12981, 0, -8.00481
6.64062, 0, -9.16667
5.46875, 0, -8.90625
5.05682, 0, -7.64205
6.12981, 0, -8.00481
4.77627, 0.0385051, -9.78495
5.46875, 0, -8.90625
5.99492, 0.12003, -9.96489
5.99492, 0.12003, -9.96489
6.64062, 0, -9.16667
6.91576, 0.408666, -10.313
6.91576, 0.408666, -10.313
7.69886, 0, -9.40341
7.8125, 0.295153, -10.2261
6.91576, 0.408666, -10.313
6.64062, 0, -9.16667
7.69886, 0, -9.40341
5.99492, 0.12003, -9.96489
5.46875, 0, -8.90625
6.64062, 0, -9.16667
7.875, 0, -7.1875
7.21591, 0, -8.23864
6.75481, 0, -7.06731
6.75481, 0, -7.06731
7.21591, 0, -8.23864
6.12981, 0, -8.00481
7.69886, 0, -9.40341
6.64062, 0, -9.16667
7.21591, 0, -8.23864
6.12981, 0, -8.00481
7.21591, 0, -8.23864
6.64062, 0, -9.16667
3.29327, 0, -2.45192
3.33333, 0, -3.46354
