15,15,-8,0,0,0,1
8.25528,10.0399,-4.85256,0,0,-0.541593,190
8.25528,10.0399,-4.85256,0,0,-0.541593,190
7.09247,10.9488,-4.06549,0,0,-0.941593,420
7.09247,10.9488,-4.06549,0,0,-0.941593,420
6.90452,8.93011,-3.58693,0,0,-0.941593,978
6.90452,8.93011,-3.58693,0,0,-0.941593,978
7.12653,8.5766,-4.16961,0,0,-1.14159,222
7.12653,8.5766,-4.16961,0,0,-1.14159,222
6.9969,7.75221,-4.06121,0,0,-1.14159,263
6.9969,7.75221,-4.06121,0,0,-1.14159,263
7.28662,7.8801,-3.71086,0,0,-1.14159,272
7.28662,7.8801,-3.71086,0,0,-1.14159,272
7.32327,7.289,-3.74902,0,0,-0.941593,291
7.32327,7.289,-3.74902,0,0,-0.941593,291
7.52402,6.63107,-4.52053,0,0,-0.941593,293
7.52402,6.63107,-4.52053,0,0,-0.941593,293
7.55298,6.45915,-4.95398,0,0,-0.941593,303
7.55298,6.45915,-4.95398,0,0,-0.941593,303
7.46043,6.63533,-5.5278,0,0,-1.14159,308
7.46043,6.63533,-5.5278,0,0,-1.14159,308
6.79555,6.15322,-5.42169,0,0,-1.34159,275
6.79555,6.15322,-5.42169,0,0,-1.34159,275
6.13724,6.2745,-4.62032,0,0,-1.34159,265
6.13724,6.2745,-4.62032,0,0,-1.34159,265
6.23676,4.89477,-5.77199,0,0,-0.941593,328
6.23676,4.89477,-5.77199,0,0,-0.941593,328
6.22861,4.61816,-5.76563,0,0,-0.941593,327
6.22861,4.61816,-5.76563,0,0,-0.941593,327
5.94993,2.98118,-6.06204,0,0,-0.941593,26
5.94993,2.98118,-6.06204,0,0,-0.941593,26
7.89112,0.910442,-6.46445,0,0,-0.941593,559
7.89112,0.910442,-6.46445,0,0,-0.941593,559
8.41856,2.31682,-6.78601,0,0,-0.741593,553
8.41856,2.31682,-6.78601,0,0,-0.741593,553
8.03793,2.99763,-7.00077,0,0,-0.741593,11
8.03793,2.99763,-7.00077,0,0,-0.741593,11
8.01567,3.41101,-7.31468,0,0,-0.541593,3
8.01567,3.41101,-7.31468,0,0,-0.541593,3
